,job_link,job_summary
32,https://www.linkedin.com/jobs/view/future-opportunity-store-manager-at-steve-madden-3109844748,"Overview:
This position is responsible for applying selling techniques to merchandise, developing a client base to build sales, and achieve store profit objectives.
Major Qualifications (include but are not limited to):
· Ensure that each customer receives outstanding customer service by providing a customer friendly environment which includes greeting and acknowledging every customer, maintaining outstanding standards, solid product knowledge and all other components of customer service.
· Maintain an awareness of all product knowledge information, merchandise promotions, test merchandise and advertisements.
· Demonstrates salesmanship skills by maintaining sales productivity levels.
· Assist in floor moves, merchandising, displaying maintenance, cleaning store including bathroom and stockroom, vacuuming and returning product to inventory.
Requirements:
· High school diploma or equivalent.
· Ability to read, write and understand English.
· Ability to process information or merchandise through the computer system and POS register system.
· Strong verbal and written communication skills.
Show more
Show less"
33,https://www.linkedin.com/jobs/view/rn-4-tower-at-magnolia-regional-health-center-3648967253,"Registered Nurse
4 Tower
(Cardiology)
Full Time and Part Time Positions Available
Multiple Positions/Shifts Available
Basic Purpose: Provides direct and indirect patient care. Communicates with physicians about changes in patient's clinical condition including assessment, planning and implementation of patient care. Is able to respond quickly and accurately to changes in condition or response to treatment. Is able to perform general nursing duties in all nursing departments with adequate training and supervision. Participates in departmental PI improvement projects.
Qualifications
Education: Graduate of an accredited School of Nursing.
Licensure: Mississippi Board of Nursing or Compact State Licensure as a Registered Nurse.
Experience: Preferred but not required.
Special Skills: National Certification as required by specific nursing units.
Language/Communication/Organizational Skills: Ability to speak effectively and professionally to staff, management, and outside individuals.
Mathematical Skills: Must be able to apply basic and advanced mathematical skills in an effort to calculate medications; IV drip rates and medication dosages.
Reasoning Ability: Must have the ability to apply non-judgmental reasoning capabilities whenever necessary when dealing with patients, staff, visitors, etc
Work Environment
Physical Demands: Able to sit, stand; talk, hear alarms; use hands and fingers to feel and touch; push, pull; crouch or crawl; stoop; kneel; reach with hands and arms, taste or smell. May be required to exert up to 50 lbs force occasionally, and/or up to 20 lbs frequently, and/or up to 10 lbs constantly. This job has vision requirements, close, distance and color. Must be able to identify and distinguish colors, have peripheral vision and the ability to judge depth perception.
Show more
Show less"
34,https://www.linkedin.com/jobs/view/manager-store-maintenance-projects-at-essilorluxottica-3795141088,"Requisition ID:
829431
Position:
Full-Time
We are EssilorLuxottica, a global leader in the design, manufacture and distribution of ophthalmic lenses, frames and sunglasses. The Company brings together the complementary expertise of two industry pioneers, one in advanced lens technologies and the other in the craftsmanship of iconic eyewear, to create a vertically integrated business that is uniquely positioned to address the world’s evolving vision needs and the global demand of a growing eyewear industry.
With over 180,000 dedicated employees in 150 countries driving our iconic brands, our people are creative, entrepreneurial and celebrated for their unique perspectives and individuality. Committed to vision, we enable people to “see more and be more” thanks to our innovative designs and lens technologies, exceptional quality and cutting-edge processing methods. Every day we impact the lives of millions by changing the way people see the world.
Our portfolio of more than 150 renowned brands span various categories, from frames, lenses and instruments to brick and mortar and digital distribution as well as mid-range to premium segments. Our Shared Services Team, accompany and enable others within the EssilorLuxottica collective to achieve their targets. They keep people and projects running smoothly, ensuring every part of our business is provided for and well taken care of.
GENERAL FUNCTION
The Manager Store Maintenance - Projects position drives capital and operational projects through the development, bidding, execution, and closeout processes for all assigned projects and programs. Working with outside vendors and contractors to execute delivering on time and within budget. Accountable for the accurate, reliable collection and documentation of all project information.
Major Duties And Responsibilities
Understands the importance of managing to a Master Schedule, Construction Schedules, Budget Oversight and Resource Management.
Is self-confident, decisive, collaborative and builds relationships, as well as displays excellent ability to communicate clearly and effectively with internal and external business partners.
Partner with Store Construction to review plans and construction documents to provide feedback, guidance, direction and ensure compliance to Brand standards and budget.
Partner with procurement to draft accurate RFP documentation for project bidding and provide responses to all requests for clarification during the bidding process.
Partner with procurement to qualify bid submittals, provide comparative bid submittal analysis, and present recommendations for vendor award.
Draft and present proposals to the Director of Store Maintenance and executive leadership.
Lead flawless execution of assigned programs, including driving for results from all external vendors and cross functional partners.
Responsible for the coordination of preconstruction conference calls, drafting of phasing schedules, and alignment of all internal and external business parnters
Oversees the management of the project budgets, actual expenditures, and change orders
Regular review of all project photos and documentation to ensure the construction schedule is being met.
Timely communication of issues to leadership and Brand point of contact, as required to support the project
Ability to work across multiple brands, understanding their unique traits, and how to apply best in class processes across all.
Understanding of brand strategies and how they impact the store experience.
Basic Qualifications
Bachelor of Science or related field
7+ years of experience in Retail Construction / Project Management with responsibility for directly managing multiple outside resources within a multi brand business
Ability to think strategically and innovatively
Excellent problem solver
Is diligent and able to manage multiple projects simultaneously
Excellent organizational skills
Excellent scheduling and workload management skills
Excellent people manager with ability to drive high quality results in all aspects of Project Management
Ability to read and interpret construction documents
Computer skills: Excel, Word, Outlook, Project etc, as required to perform responsibilities and effectively communicate with all resources
Preferred Qualifications
PMP Certification
Direct exposure and interaction with cross-functional teams and Corporate senior leadership
Pay Range: 87,326.80 - 129452.03
Employee pay is determined by multiple factors, including geography, experience, qualifications, skills and local minimum wage requirements. In addition, you may also be offered a competitive bonus and/or commission plan, which complements a first-class total rewards package. Benefits may include health care, retirement savings, paid time off/vacation, and various employee discounts.
Upon request and consistent with applicable laws, EssilorLuxottica will provide reasonable accommodations to individuals with disabilities who need assistance in the application and hiring process.  To request a reasonable accommodation, please call the Luxottica Ethics Compliance Hotline at 1-888-887-3348 (be sure to provide your name and contact information so that we may follow up in a timely manner) or email HRCompliance@luxotticaretail.com.
We are an Equal Opportunity Employer.  All qualified applicants will receive consideration for employment without regard to race, color, gender, national origin, social origin, social condition, being perceived as a victim of domestic violence, sexual aggression or stalking, religion, age, disability, sexual orientation, gender identity or expression, citizenship, ancestry, veteran or military status, marital status, pregnancy (including unlawful discrimination on the basis of a legally protected pregnancy or maternity leave), genetic information or any other characteristics protected by law. Native Americans in the US receive preference in accordance with Tribal Law.
Show more
Show less"
35,https://www.linkedin.com/jobs/view/shift-leader-3081-at-panda-restaurant-group-3346116763,"Application Deadline:
Accepted on an ongoing basis
Our Panda Shift Leader associates are important leaders of our team and are responsible for bringing Panda’s mission alive in our restaurants by supporting management in creating food with passion, service with heart and ambiance with pride.
Shift Leader:
As a Shift Lead for our team, you will have the opportunity to embrace a central role in a fast-paced and growth-oriented environment. Our restaurants are the heart and soul of our company, and we believe our people are the recipe for success. You will support in creating a vibrant and welcoming environment for our guests. You will gain valuable skills managing store operations and leading the team during the shift. You will gain hands on experience in cooking and preparing Panda favorites for our guests. As a Shift Lead, you gain a diverse range of skills to develop yourself and others.
We offer our team members:**
Flexible schedules
Great pay
Free meals while working at Panda
Medical, Vision, Dental, Voluntary Short-Term Disability, Cancer Income Protection insurance for full-time associates
Pre-Tax Dependent Care Flexible Spending Account
401K with company match
Vacation, sick leave, bereavement/funeral leave and Leave Share Program for eligible associate
Associate discounts for many brands
Referral bonus for eligible associates
Opportunity to give back to your community
Hands-on paid training to prepare you for success
On-Going Career & Leadership Development
Opportunities for growth into management positions
Candidates must meet, and continue to meet if employed, eligibility requirements for each benefit to qualify.
Please refer to https://pandacareers.com/CO-benefits (pandacareers.com) for details.
Shift Lead Qualifications
Education and Experience:
Some high school
Prefer some Operations experience
Food Safety:
Local/municipal requirements, such as Food Handler certification, acquired at applicant’s own expense
Shift Leader Pay Range:
$19.00 - $26.60 / Hour *
Within the range, individual pay is determined using various factors, including work location and experience.
ADA Statement
:
While performing duties, counter areas are often hot with steam from steam table and food vapors. Workspace is restricted and employees are generally expected to remain standing for long periods of time. Employees must prepare hot and cold foods, use Chinese cook knife and other kitchen equipment and work quickly without losing accuracy. Employees must be able to lift up to 50 lbs., stand up to four hours and reach across counter tops measured at 36 inches to serve customers. Kitchens are hot and noise levels are usually high; storage space is limited and shelving is high. Employees must be able to work in a fast-paced work environment, have effective verbal communication skills, ability to adapt to a dynamic environment with changing priorities, and the ability to manage conflicts/difficult situations.
Panda Strong since 1983:
Founded in Glendale, California, we are now the largest family-owned American Chinese Restaurant concept in America. With close to 2,300 locations globally, we continue our mission of delivering exceptional Asian dining experiences by building an organization where people are inspired to better their lives. Whether it’s impacting our team or the communities we work in, we’re proud to be an organization that embraces family values.
You're wanted here:
We value diversity in all forms and know the strength it brings. Workplace equality allows for creative ideas to bloom, diverse points of view to be heard, and improves overall happiness. We like the sound of that.
Panda Restaurant Group, Inc. is an Equal Opportunity Employer and is committed to providing equal opportunity, and does not discriminate on the basis of any characteristic protected by law, including but not limited to sex/gender (including pregnancy, childbirth, lactation and related conditions), gender expression, race, color, religion, national origin, sexual orientation, gender identity, disability, age, ancestry, medical condition, genetic information, marital status, and veteran status. Additionally, Panda Restaurant Group, Inc. complies with all federal, state, and local laws regarding requests for workplace accommodations. If there is a reason you believe you require an accommodation, please reach out to Human Resources.
Show more
Show less"
36,https://www.linkedin.com/jobs/view/store-team-leader-store-manager-in-training-popshelf-in-fairview-heights-il-at-popshelf-3738712203,"Overview
pOpshelf’s mission is to make every day special by providing shoppers a stress-free shopping destination for those special things that make life better. pOpshelf offers an exciting, on-trend and rotating selection of seasonal, houseware, home décor, health and beauty products, home cleaning supplies and party goods in addition to candy & snacks, toys, games and electronics, among other items. There is fun in every find, surprise on every shelf, and joy in every visit. As part of our customer-centered team, you help us create an experience that enables our customers to easily find the items they need and enjoy finding the things they want. pOpshelf operates 70+ stores currently with plans to open 1,000 by 2025. Learn more about pOpshelf at www.popshelf.com .
Responsibilities
GENERAL SUMMARY:
The Store Team Leader - In Training supports the Store Team Leader in the effective planning and implementation of all store processes including ordering, receiving, stocking, creative merchandising, presentation, selling, staffing and superior customer support. Responsible for assisting the Store Team Leader in creating a customer first store culture through exceptional store standards and team engagement. This position is utilized to foster interactive development of an external candidate for the Store Team Leader role and is to be held for a limited period.
Duties And Essential Job Functions
Provides superior customer service to exceed the customer’s expectations supporting a customer first store culture; greet and assists customers, and operate cash register and scanner to itemize the customer’s purchase.
Model product knowledge and selling techniques to enhance the customer experience. Help facilitate and maintain a safe, clean and well-organized store environment that delights our customers and employees while training team on techniques.
Assist Store Team Leader with scheduling employees, providing adequate training for employees, conducting safety meetings, and ensuring employee compliance with company policies and procedures
Open and close store a minimum of two days per week.
Follow company work processes to manage merchandise, including receiving, unpacking, stocking, restocking and rotating merchandise on shelves and building merchandise displays. Assist in implementation and maintenance of plan-o-zones; ensure merchandise is presented according to established practices and Store Team Leader direction.
Assist in maintaining accurate inventory levels by controlling damages, markdowns, scanning, paperwork, and facility controls.
Assist in ensuring financial integrity of the store through strict cash accountability, key control, adherences to company security practices and cash control procedures; authorize and sign for refunds and overrides, count register tills, and deposit money in bank.
Knowledge And Skills
Ability to read and interpret documents such as diagrams, safety rules, operating and maintenance instructions, and procedures manuals.
Ability to perform mathematical calculations such as addition, subtraction, multiplication, division, and percentages.
Knowledge of cash handling procedures including cash accountability and deposit controls.
Ability to perform cash register functions and operate other tools to generate reports. (e.g. HHT, self-checkout, store computer, etc.)
Strong product inventory knowledge and creative merchandising abilities.
Knowledge of cash, facility and safety control policies and practices (deposits, store keys, etc.)
Knowledge of recruiting, interviewing, hiring, counseling, and termination practices including legal compliance and internal processes.
Effective oral and written communication skills.
Effective interpersonal skills.
Effective organization skills with attention to detail.
Ability to solve problems and deal with a variety of situations where limited standardization exists.
Qualifications
WORK EXPERIENCE and/or EDUCATION:
High school diploma or equivalent strongly preferred.
One year of experience in a specialty retail environment preferred.
One year of experience in a retail environment preferred for external candidates.
WORKING CONDITIONS And PHYSICAL REQUIREMENTS
Frequent walking and standing.
Frequent bending, stooping and kneeling to run check out station, stock merchandise and unload trucks.
Frequent handling of merchandise and equipment such as hand-held scanners pricing guns, box cutters, merchandise containers and carts, two-wheel dollies, and U-boats (six-wheel carts).
Frequent and proper lifting of up to 40 pounds; occasional lifting of up to 55 pounds.
Occasional climbing (using ladder).
Occasional driving/providing own transportation to make bank deposits, attend management meetings and to other pOpshelf stores.
Fast-paced environment; moderate noise level.
Exposure to strong scents and fragrances
Occasionally exposed to outside weather conditions
pOpshelf is an equal opportunity employer
Show more
Show less"
37,https://www.linkedin.com/jobs/view/store-manager-at-steve-madden-3686965761,"Store Manager (F/T)
The Store Manager is responsible for overseeing all staff and operations as well as maintaining the overall presentation of the store. In this supervisory role, the Manager inspires their team by consistently demonstrating responsibility and teamwork, which are two of the company’s core values. With the ultimate goal of total customer satisfaction, the Store Manager models effective selling techniques, develops a strong client base to build sales, and achieves store profit objectives.
Responsibilities
Develop and lead a high-performance team that reflects the company's values.
Regularly share the company's vision and mission with the team and customers.
Create an environment of growth, accountability, and inclusivity through development, performance management, training, and consistent coaching. Develop staff using experience in staffing, coaching, counseling, etc.
Maintain excellent standards and solid product knowledge including merchandise promotions, test merchandise, and advertising efforts.
Lead staff and oversee store operations. Maintain the store environment to achieve sales, service, organization, customer satisfaction, and profitability goals.
Select and hire qualified candidates who reflect the company’s values.
Maintain all safety and operational standards.
Possess retail operations knowledge including sales, customer service, merchandising, inventory control, and store budget preparation.
Ensure compliance and adherence to loss prevention and safety policies and procedures, standards and practices, and company directive.
Assist in various store operations, including training, operations, sales, visual merchandising, inventory management, store administration, cleaning duties when necessary, and customer service.
Display organizational skills with the ability to coordinate people, resources, and services to address business goals and needs.
Process information or merchandise through the computer system and POS register system.
Be flexible and occasionally perform work outside your specific role.
Requirements
Minimum of 4-6 years of retail experience, including staff supervision.
High school diploma or equivalent.
Excellent organizational skills and ability to coordinate people, resources, and services to address business goals and needs.
Strong verbal and written communication skills.
Knowledge of retail operations including sales, customer service, merchandising, inventory control, store budget preparation, and loss prevention.
Ability to work a flexible schedule with retail hours, including day, evening, weekends, and/or holidays.
Understanding of how to develop staff with experience in staffing, coaching, counseling, etc.
Ability to work a flexible schedule with retail hours, including day, evening, weekends, and/or holidays.
Benefits
Medical, Dental, Vision Benefits & Flexible Spending Accounts
Life & Short/Long-Term Disability Benefits
401K Eligibility over the age of 21 with Company match after 6 months of employment
Paid time off benefits including paid vacation, sick time, voting
Virtual Health Care
50% off employee discount and 40% off immediate family discount
Friends and Family Discount Events
Free shoe every season/quarter
Employee Assistance Program
Tuition Reimbursement Program
Career Growth
Employee Referral Program
Experience at a fast-paced growing company that takes sustainability seriously; read our latest Sustainability Report
The pay range of this position is $50,000-$70,000/yr plus commission. Actual salary will be determined based off candidate’s skill sets, years of experience, and other job-related factors. This range does not include benefits such as health insurance, paid time off, and 401K, if applicable.
Show more
Show less"
38,https://www.linkedin.com/jobs/view/hair-stylist-fort-gratiot-center-at-jobs-for-humanity-3790649972,"Company Description
Jobs for Humanity is partnering with Great Clips to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located.
Company Name: Great Clips
Job Description
Become a valued member of a locally owned Great Clips® salon, the largest salon brand in the world! We welcome individuals from all backgrounds, whether you're new to the industry or have years of experience behind the chair. Exciting opportunities await you!
What We Offer*:
A consistent flow of customers - no need to bring in your own clientele
Guaranteed hourly wages and tips
Flexible scheduling options that meet your needs (full-time and part-time shifts available)
Award-winning technical training and ongoing education to enhance your skills
Opportunities for career advancement, such as becoming a salon manager, trainer, or part of an artistic design team
The ability to make a positive impact in your community
Recognition and appreciation for your hard work and dedication
Additional benefits may vary depending on the salon location.
Qualifications for Hair Stylists/Barbers:
Hold a valid Cosmetology and/or Barber License (specific licensing requirements vary by state/province)
Show a passion for building genuine connections with customers and providing exceptional haircuts
Have a desire to deliver a consistent Great Clips® brand experience (don't worry, training will be provided)
Ability to work collaboratively with teammates to create a supportive and positive salon environment
Utilize your passion and skills in a fulfilling role as part of the Great Clips® salon team. Join us today!
Response: Dear Hiring Team, I am excited to express my interest in joining the locally owned Great Clips® salon as a Hair Stylist/Barber. I believe that my skills and dedication would make me a valuable addition to your team. Here are some key points that make me a strong candidate: - Experience: I have several years of experience working in the hair industry and providing exceptional service to diverse clients. - Qualifications: I hold a valid Cosmetology License and consistently stay updated with the latest trends and techniques. - Passion: I have a genuine passion for building connections with clients and creating hairstyles that make them feel confident and satisfied. - Team Player: I thrive in a collaborative environment and enjoy working with teammates to create a positive and supportive salon atmosphere. - Flexibility: I am available for both full-time and part-time shifts, allowing me to meet the scheduling needs of the salon and my personal life. I am excited about the opportunity to contribute my skills and make a positive impact in my community as part of the Great Clips® team. Please find my attached resume for further details on my experience and qualifications. Thank you for considering my application. I look forward to discussing how my skills align with the vision and goals of Great Clips®, and to the possibility of joining your team. Sincerely, [Your Name] ---------------------- Bullet Points: - Seeking enthusiastic Hair Stylists/Barbers to join locally owned Great Clips® salon - No need to bring in your own clients – steady flow of customers provided - Guaranteed hourly wages and tips, with flexible scheduling options - Award-winning technical training and career advancement opportunities available - Valid Cosmetology/Barber License required, along with a passion for creating great haircuts - Ability to work collaboratively and foster a positive salon environment - Join a team that values your hard work and dedication in making a positive impact in the community.
Show more
Show less"
39,https://www.linkedin.com/jobs/view/restaurant-team-leader-1602-haynes-st-clarksville-tn-unit-%231355-at-whataburger-3727741151,"Description
Our
Restaurant Team/Shift Leaders
have a dual role - you’ll serve as both a restaurant leader and a team member. As a leader, you’ll work closely with the Restaurant Manager ensuring all operating procedures are followed. You’ll also assist with scheduling, training and supervising Team Members to ensure each customer enjoys a hot, freshly-prepared product using the highest quality ingredients served in a comfortable, clean, friendly environment.
What's In It For You
Competitive Weekly Pay
Schedule Flexibility – Day/Evening/Overnight Shifts
Discounted Meals
Opportunities for Career Development and Growth
Whataburger Family Foundation and Scholarship Program
Medical, Dental and Vision Plans
401K Savings Plans
Whatagames (Ask us about this!)
Our people make the difference at Whataburger. We take pride in our work, take care of each other and love serving our customers. Each and every day you’ll be learning skills that will serve you well no matter where your career journey leads you.
Required Qualifications
QUALIFICATIONS:
Must be at least 18 years of age
High school diploma/GED or equivalent work experience
6 months’ experience in a retail setting
Driving is essential for this position so a valid driver’s license with liability insurance, a driving record adhering to Whataburger standards and a satisfactory background check is required
Solid communication skills and the ability to build and maintain an effective working relationship with management and co-workers
Demonstrated ability to work in a team environment with strong leadership skills
Food Safety Certification (may vary based on city, county and state requirements)
Food Handler’s Certification
Requirements
Must be able to lift up to 50 lbs.
Must be able to stand during entire shift
Must be able to reach, bend, stoop, lift, shake, stir, pour, carry, and push
Must be able to read (orders on tickets, menu board, receipts, etc.)
Frequent contact/immersion of hands in water, cleaning and sanitation solutions, meat products, poultry products, seafood, and produce items
Frequent washing of hands
Must be able to use computers, telephones, and office equipment
This Job Posting does not contain an exhaustive list of all roles, activities, requirements, efforts, or working conditions associated with the position. This description is intended to be an accurate reflection of the current position. Whataburger reserves the right to revise the position or to require that other or different activities be performed when circumstances change (e.g., emergencies, changes in personnel or workload, rush jobs, technological developments or other operational need).
Whataburger is more than a burger chain. It’s a place that feels like home to more than 43,000 employees who we call Family Members and millions of customers. We take PRIDE in our work. We CARE for each other. And absolutely LOVE serving our customers.
Our opportunities are limitless if you bring the drive and a hunger for more. We’ll give you the tools and resources you need to reach your full potential. Your career at Whataburger will be what you make of it.
Whataburger is committed to providing equal employment opportunities to all employees and applicants without regard to race, color, religion, sex, sexual orientation, national origin, genetic information, disability, veteran status, age, or other condition or status protected by law. Whataburger participates in the federal E-Verify Program. For more information go to www.dhs.gov/E-Verify. E-Verify is a registered trademark of the U.S. Department of Homeland Security.
Publish Date
01-Jan-2024
Requisition ID
00046074/2024-01-01
Show more
Show less"
40,https://www.linkedin.com/jobs/view/food-service-supervisor-at-lancer-hospitality-group-3799824205,"Job Title: Food Service Supervisor
Requisition ID: 15521
Segment: Dining & Events
Brand: Lancer-Hospitality
Work Arrangement: Onsite
State: Minnesota (US-MN)
Pay: $22/hr
The Role at a glance:
We are looking to add an experienced, motivated food service supervisor to our Dining & Events team in Saint Paul, MN. As a food service supervisor, you will have the opportunity to directly oversee the production and service of meals.
What you'll be doing:
Providing hands-on supervision and oversight for the preparation, cooking, and portioning of meals, following company recipes based on daily needs and contractual obligations.
Ensuring all meals meet standards for quality.
What we're looking for:
Must-haves:
Experience supervising multiple employees.
Strong communication, interpersonal, and organizational skills.
Excellent attention to detail and service knowledge.
Nice-to-haves:
An advanced degree in culinary arts or a related field.
Food Handler’s certification.
Where you'll be working:
Lancer Hospitality at Dock & Paddle
Our Benefits:
Medical (FT Employees)
Dental
Vision
Voluntary UNUM offering for Accident, Critical Illness and Hospital Indemnity
Discount Program
Commuter Benefits (Parking and Transit)
EAP
401k
Sick Time
Holiday Pay (9 paid holidays)
Tuition Reimbursement (FT Employees)
Paid Time Off
Growth Opportunities #indeedelior #monster #JC
About Lancer:
Lancer Hospitality has over 30 years of experience supporting a diverse clientele in a variety of settings with their foodservice needs. Our management experience has allowed us to develop strong, long-lasting, and personal relationships with clients and to build a scope of service that can make a real difference in businesses and communities.
About Elior:
Elior North America is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. We are committed to diversity and encourage applications from people of all backgrounds and abilities. We take pride in supporting the development of our employees and their skills at all levels and in fostering an environment of growth.
At Elior North America, we are committed to offering growth and advancement opportunities for all of our employees. The valuable skills and experience you’ve gained with Elior will propel you further in your career, whether with our corporate office or one of our brand segments.
Disclaimer:
This job description can be revised by management as needed.
Show more
Show less"
41,https://www.linkedin.com/jobs/view/restaurant-team-leader-2600-hemphill-st-fort-worth-tx-unit-%231368-at-whataburger-3679670317,"Description
Our
Restaurant Team/Shift Leaders
have a dual role - you’ll serve as both a restaurant leader and a team member. As a leader, you’ll work closely with the Restaurant Manager ensuring all operating procedures are followed. You’ll also assist with scheduling, training and supervising Team Members to ensure each customer enjoys a hot, freshly-prepared product using the highest quality ingredients served in a comfortable, clean, friendly environment.
What's In It For You
Competitive Weekly Pay ($11-$14hr DOE)
Schedule Flexibility – Day/Evening/Overnight Shifts
Discounted Meals
Opportunities for Career Development and Growth
Whataburger Family Foundation and Scholarship Program
Medical, Dental and Vision Plans
401K Savings Plans
Whatagames (Ask us about this!)
Our people make the difference at Whataburger. We take pride in our work, take care of each other and love serving our customers. Each and every day you’ll be learning skills that will serve you well no matter where your career journey leads you.
Required Qualifications
QUALIFICATIONS:
Must be at least 18 years of age
High school diploma/GED or equivalent work experience
6 months’ experience in a retail setting
Driving is essential for this position so a valid driver’s license with liability insurance, a driving record adhering to Whataburger standards and a satisfactory background check is required
Solid communication skills and the ability to build and maintain an effective working relationship with management and co-workers
Demonstrated ability to work in a team environment with strong leadership skills
Food Safety Certification (may vary based on city, county and state requirements)
Food Handler’s Certification
Requirements
Must be able to lift up to 50 lbs.
Must be able to stand during entire shift
Must be able to reach, bend, stoop, lift, shake, stir, pour, carry, and push
Must be able to read (orders on tickets, menu board, receipts, etc.)
Frequent contact/immersion of hands in water, cleaning and sanitation solutions, meat products, poultry products, seafood, and produce items
Frequent washing of hands
Must be able to use computers, telephones, and office equipment
This Job Posting does not contain an exhaustive list of all roles, activities, requirements, efforts, or working conditions associated with the position. This description is intended to be an accurate reflection of the current position. Whataburger reserves the right to revise the position or to require that other or different activities be performed when circumstances change (e.g., emergencies, changes in personnel or workload, rush jobs, technological developments or other operational need).
Whataburger is more than a burger chain. It’s a place that feels like home to more than 43,000 employees who we call Family Members and millions of customers. We take PRIDE in our work. We CARE for each other. And absolutely LOVE serving our customers.
Our opportunities are limitless if you bring the drive and a hunger for more. We’ll give you the tools and resources you need to reach your full potential. Your career at Whataburger will be what you make of it.
Whataburger is committed to providing equal employment opportunities to all employees and applicants without regard to race, color, religion, sex, sexual orientation, national origin, genetic information, disability, veteran status, age, or other condition or status protected by law. Whataburger participates in the federal E-Verify Program. For more information go to www.dhs.gov/E-Verify. E-Verify is a registered trademark of the U.S. Department of Homeland Security.
Publish Date
01-Jan-2024
Requisition ID
00031652/2024-01-01
Show more
Show less"
42,https://www.linkedin.com/jobs/view/texas-roadhouse-kitchen-manager-at-texas-roadhouse-3742056109,"Do you want to love your job? Join the Texas Roadhouse family and take pride in your work! Texas Roadhouse is looking for a legendary Kitchen Manager. As a Kitchen Manager, you would oversee all Back of House operations and be responsible for purchasing, receiving, preparing, and presenting all food products in a timely manner, according to established recipes, and procedures. If you have a passion for made-from-scratch food, apply to be a Kitchen Manager at Texas Roadhouse today!
As a Kitchen Manager, Your Responsibilities Would Include
Supervising and overseeing the production and preparation of food in a manner consistent with established recipes and procedures
In conjunction with all Management, enforcing compliance with all employment policies and overseeing cleanliness of restaurant and safety of guests at all times
Directing productivity to monitor and maintain efficient and effective food item ticket times
Managing performance of Back of House employees, including conducting performance evaluations, coaching, and discipline
Assisting with the development of all Key Hourly employees, Assistant Managers, and Hourly employees by providing daily feedback on performance during one-on-ones
Conducting formal line Taste& Temp checks as part of overall responsibility for inventory and safety in the kitchen
Overseeing the proper handling, maintenance, and storage of all items
Understanding, managing, and practicing safe food handling procedures
Managing food costs, tracking waste, and controlling kitchen labor costs
Directing work for kitchen employees, including setting hours and weekly schedules and assigning tasks before, during and after open hours of the restaurant
Training Back of House staff on equipment maintenance and cleaning procedures
Reviewing applications, interviewing, and hiring or making recommendation to hire Back of House employees
Creating a safe, fun, and clean work environment for the staff in a manner consistent with our core values and operational goals
At Texas Roadhouse we have a fun culture with flexible work schedules, discounts in our restaurants, friendly competitions, recognition, formal training, and career growth opportunities.
Requirements
We offer a comprehensive total rewards package after 30 days of employment to Restaurant Managers that meet our benefit eligibility requirements. The total rewards package includes, but is not limited to, the following:
A choice of medical plans that are best in class
Dental and Vision Insurance
Paid Vacation, Parental, Donor, Bereavement and 100% Paid Maternity Leave
Adoption Assistance
Short-Term and Long-Term Disability
Life, Accident and Critical Illness Insurance
Identity Theft Protection
Employee Assistance Program
Business Travel Insurance
401(k) Retirement Plan
Flexible Spending Accounts
Tuition Reimbursements up to $5,250 per year
Monthly Profit Sharing Program
Quarterly Restricted Stock Units Program
Many opportunities to support your community
Annual holiday bonus
We are proud to be an equal opportunity employer. We are committed to providing equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, age, gender, pregnancy, gender identity, disability, veteran status, sexual orientation, citizenship, national origin, or any other legally-protected status. We encourage and welcome all applicants to apply.
Show more
Show less"
